,index,activation,solver,alpha,learning_rate,"hidden_layer_sizes, score"
375,tanh,adam,0.0001,adaptive,"(50, 50, 50)",0.5650326797385621
376,tanh,adam,0.0001,adaptive,"(50, 100, 50)",0.5816993464052287
377,tanh,adam,0.0001,adaptive,"(100,)",0.6905228758169935
378,tanh,adam,1.0,constant,"(50, 50, 50)",0.5065359477124183
379,tanh,adam,1.0,constant,"(50, 100, 50)",0.6179738562091504
380,tanh,adam,1.0,constant,"(100,)",0.6784313725490196
381,tanh,adam,1.0,invscaling,"(50, 50, 50)",0.5911764705882353
382,tanh,adam,1.0,invscaling,"(50, 100, 50)",0.6408496732026143
383,tanh,adam,1.0,invscaling,"(100,)",0.6323529411764706
384,tanh,adam,1.0,adaptive,"(50, 50, 50)",0.5918300653594771
385,tanh,adam,1.0,adaptive,"(50, 100, 50)",0.5356209150326798
386,tanh,adam,1.0,adaptive,"(100,)",0.6454248366013071
387,tanh,adam,0.001,constant,"(50, 50, 50)",0.5584967320261438
388,tanh,adam,0.001,constant,"(50, 100, 50)",0.5774509803921568
389,tanh,adam,0.001,constant,"(100,)",0.5797385620915032
390,tanh,adam,0.001,invscaling,"(50, 50, 50)",0.6160130718954248
391,tanh,adam,0.001,invscaling,"(50, 100, 50)",0.6555555555555556
392,tanh,adam,0.001,invscaling,"(100,)",0.6450980392156864
393,tanh,adam,0.001,adaptive,"(50, 50, 50)",0.580718954248366
394,tanh,adam,0.001,adaptive,"(50, 100, 50)",0.6277777777777779
395,tanh,adam,0.001,adaptive,"(100,)",0.6588235294117648
396,tanh,adam,0.01,constant,"(50, 50, 50)",0.576797385620915
397,tanh,adam,0.01,constant,"(50, 100, 50)",0.5823529411764705
398,tanh,adam,0.01,constant,"(100,)",0.6598039215686274
399,tanh,adam,0.01,invscaling,"(50, 50, 50)",0.6081699346405229
400,tanh,adam,0.01,invscaling,"(50, 100, 50)",0.5915032679738561
401,tanh,adam,0.01,invscaling,"(100,)",0.60359477124183
402,tanh,adam,0.01,adaptive,"(50, 50, 50)",0.6352941176470589
403,tanh,adam,0.01,adaptive,"(50, 100, 50)",0.6408496732026144
404,tanh,adam,0.01,adaptive,"(100,)",0.623202614379085
405,relu,lbfgs,1e-05,constant,"(50, 50, 50)",0.6173202614379086
406,relu,lbfgs,1e-05,constant,"(50, 100, 50)",0.6493464052287581
407,relu,lbfgs,1e-05,constant,"(100,)",0.6142156862745098
408,relu,lbfgs,1e-05,invscaling,"(50, 50, 50)",0.6622549019607843
409,relu,lbfgs,1e-05,invscaling,"(50, 100, 50)",0.5859477124183006
410,relu,lbfgs,1e-05,invscaling,"(100,)",0.6862745098039216
411,relu,lbfgs,1e-05,adaptive,"(50, 50, 50)",0.6977124183006536
412,relu,lbfgs,1e-05,adaptive,"(50, 100, 50)",0.7049019607843137
413,relu,lbfgs,1e-05,adaptive,"(100,)",0.60359477124183
414,relu,lbfgs,0.0001,constant,"(50, 50, 50)",0.5787581699346405
415,relu,lbfgs,0.0001,constant,"(50, 100, 50)",0.6009803921568627
416,relu,lbfgs,0.0001,constant,"(100,)",0.559640522875817
417,relu,lbfgs,0.0001,invscaling,"(50, 50, 50)",0.6032679738562091
418,relu,lbfgs,0.0001,invscaling,"(50, 100, 50)",0.6032679738562092
419,relu,lbfgs,0.0001,invscaling,"(100,)",0.6016339869281045
420,relu,lbfgs,0.0001,adaptive,"(50, 50, 50)",0.67140522875817
421,relu,lbfgs,0.0001,adaptive,"(50, 100, 50)",0.6202614379084969
422,relu,lbfgs,0.0001,adaptive,"(100,)",0.569281045751634
423,relu,lbfgs,1.0,constant,"(50, 50, 50)",0.6068627450980392
424,relu,lbfgs,1.0,constant,"(50, 100, 50)",0.6215686274509804
425,relu,lbfgs,1.0,constant,"(100,)",0.6068627450980392
426,relu,lbfgs,1.0,invscaling,"(50, 50, 50)",0.6016339869281045
427,relu,lbfgs,1.0,invscaling,"(50, 100, 50)",0.5650326797385621
428,relu,lbfgs,1.0,invscaling,"(100,)",0.6238562091503268
429,relu,lbfgs,1.0,adaptive,"(50, 50, 50)",0.5666666666666667
430,relu,lbfgs,1.0,adaptive,"(50, 100, 50)",0.5915032679738561
431,relu,lbfgs,1.0,adaptive,"(100,)",0.6245098039215686
432,relu,lbfgs,0.001,constant,"(50, 50, 50)",0.6374183006535947
433,relu,lbfgs,0.001,constant,"(50, 100, 50)",0.6184640522875817
434,relu,lbfgs,0.001,constant,"(100,)",0.6470588235294117
435,relu,lbfgs,0.001,invscaling,"(50, 50, 50)",0.5787581699346406
436,relu,lbfgs,0.001,invscaling,"(50, 100, 50)",0.6369281045751635
437,relu,lbfgs,0.001,invscaling,"(100,)",0.6137254901960784
438,relu,lbfgs,0.001,adaptive,"(50, 50, 50)",0.6150326797385621
439,relu,lbfgs,0.001,adaptive,"(50, 100, 50)",0.6630718954248366
440,relu,lbfgs,0.001,adaptive,"(100,)",0.5516339869281046
441,relu,lbfgs,0.01,constant,"(50, 50, 50)",0.5454248366013071
442,relu,lbfgs,0.01,constant,"(50, 100, 50)",0.5990196078431373
443,relu,lbfgs,0.01,constant,"(100,)",0.6424836601307189
444,relu,lbfgs,0.01,invscaling,"(50, 50, 50)",0.6598039215686275
445,relu,lbfgs,0.01,invscaling,"(50, 100, 50)",0.6081699346405228
446,relu,lbfgs,0.01,invscaling,"(100,)",0.6277777777777778
447,relu,lbfgs,0.01,adaptive,"(50, 50, 50)",0.6552287581699346
448,relu,lbfgs,0.01,adaptive,"(50, 100, 50)",0.6212418300653596
449,relu,lbfgs,0.01,adaptive,"(100,)",0.6441176470588236
450,relu,sgd,1e-05,constant,"(50, 50, 50)",0.6519607843137255
451,relu,sgd,1e-05,constant,"(50, 100, 50)",0.6669934640522875
452,relu,sgd,1e-05,constant,"(100,)",0.6107843137254901
453,relu,sgd,1e-05,invscaling,"(50, 50, 50)",0.5954248366013072
454,relu,sgd,1e-05,invscaling,"(50, 100, 50)",0.4813725490196078
455,relu,sgd,1e-05,invscaling,"(100,)",0.5264705882352941
456,relu,sgd,1e-05,adaptive,"(50, 50, 50)",0.5990196078431371
457,relu,sgd,1e-05,adaptive,"(50, 100, 50)",0.5702614379084967
458,relu,sgd,1e-05,adaptive,"(100,)",0.6643790849673202
459,relu,sgd,0.0001,constant,"(50, 50, 50)",0.6055555555555555
460,relu,sgd,0.0001,constant,"(50, 100, 50)",0.6359477124183006
461,relu,sgd,0.0001,constant,"(100,)",0.634313725490196
462,relu,sgd,0.0001,invscaling,"(50, 50, 50)",0.5679738562091503
463,relu,sgd,0.0001,invscaling,"(50, 100, 50)",0.5055555555555554
464,relu,sgd,0.0001,invscaling,"(100,)",0.6032679738562091
465,relu,sgd,0.0001,adaptive,"(50, 50, 50)",0.6088235294117648
466,relu,sgd,0.0001,adaptive,"(50, 100, 50)",0.6003267973856209
467,relu,sgd,0.0001,adaptive,"(100,)",0.615032679738562
468,relu,sgd,1.0,constant,"(50, 50, 50)",0.5660130718954248
469,relu,sgd,1.0,constant,"(50, 100, 50)",0.5692810457516341
470,relu,sgd,1.0,constant,"(100,)",0.6150326797385622
471,relu,sgd,1.0,invscaling,"(50, 50, 50)",0.5741830065359477
472,relu,sgd,1.0,invscaling,"(50, 100, 50)",0.5192810457516341
473,relu,sgd,1.0,invscaling,"(100,)",0.5777777777777778
474,relu,sgd,1.0,adaptive,"(50, 50, 50)",0.5908496732026143
475,relu,sgd,1.0,adaptive,"(50, 100, 50)",0.6715686274509803
476,relu,sgd,1.0,adaptive,"(100,)",0.6754901960784314
477,relu,sgd,0.001,constant,"(50, 50, 50)",0.6186274509803923
478,relu,sgd,0.001,constant,"(50, 100, 50)",0.641830065359477
479,relu,sgd,0.001,constant,"(100,)",0.5999999999999999
480,relu,sgd,0.001,invscaling,"(50, 50, 50)",0.5816993464052287
481,relu,sgd,0.001,invscaling,"(50, 100, 50)",0.5209150326797386
482,relu,sgd,0.001,invscaling,"(100,)",0.5349673202614379
483,relu,sgd,0.001,adaptive,"(50, 50, 50)",0.6375816993464052
484,relu,sgd,0.001,adaptive,"(50, 100, 50)",0.6643790849673202
485,relu,sgd,0.001,adaptive,"(100,)",0.6101307189542483
486,relu,sgd,0.01,constant,"(50, 50, 50)",0.6611111111111111
487,relu,sgd,0.01,constant,"(50, 100, 50)",0.5676470588235294
488,relu,sgd,0.01,constant,"(100,)",0.6124183006535947
489,relu,sgd,0.01,invscaling,"(50, 50, 50)",0.6611111111111111
490,relu,sgd,0.01,invscaling,"(50, 100, 50)",0.44607843137254904
491,relu,sgd,0.01,invscaling,"(100,)",0.6022875816993465
492,relu,sgd,0.01,adaptive,"(50, 50, 50)",0.6013071895424837
493,relu,sgd,0.01,adaptive,"(50, 100, 50)",0.5601307189542484
494,relu,sgd,0.01,adaptive,"(100,)",0.5941176470588235
495,relu,adam,1e-05,constant,"(50, 50, 50)",0.6261437908496732
496,relu,adam,1e-05,constant,"(50, 100, 50)",0.5598039215686275
497,relu,adam,1e-05,constant,"(100,)",0.6192810457516341
498,relu,adam,1e-05,invscaling,"(50, 50, 50)",0.5856209150326797
499,relu,adam,1e-05,invscaling,"(50, 100, 50)",0.6068627450980392
500,relu,adam,1e-05,invscaling,"(100,)",0.5833333333333333
501,relu,adam,1e-05,adaptive,"(50, 50, 50)",0.5571895424836601
502,relu,adam,1e-05,adaptive,"(50, 100, 50)",0.5758169934640522
503,relu,adam,1e-05,adaptive,"(100,)",0.6568627450980392
504,relu,adam,0.0001,constant,"(50, 50, 50)",0.5836601307189544
505,relu,adam,0.0001,constant,"(50, 100, 50)",0.5800653594771241
506,relu,adam,0.0001,constant,"(100,)",0.6215686274509803
507,relu,adam,0.0001,invscaling,"(50, 50, 50)",0.5980392156862745
508,relu,adam,0.0001,invscaling,"(50, 100, 50)",0.5895424836601307
509,relu,adam,0.0001,invscaling,"(100,)",0.6751633986928105
510,relu,adam,0.0001,adaptive,"(50, 50, 50)",0.5656862745098039
511,relu,adam,0.0001,adaptive,"(50, 100, 50)",0.6643790849673202
512,relu,adam,0.0001,adaptive,"(100,)",0.6124183006535947
513,relu,adam,1.0,constant,"(50, 50, 50)",0.5990196078431371
514,relu,adam,1.0,constant,"(50, 100, 50)",0.5950980392156863
515,relu,adam,1.0,constant,"(100,)",0.6705882352941177
516,relu,adam,1.0,invscaling,"(50, 50, 50)",0.5382352941176471
517,relu,adam,1.0,invscaling,"(50, 100, 50)",0.5839869281045752
518,relu,adam,1.0,invscaling,"(100,)",0.561437908496732
519,relu,adam,1.0,adaptive,"(50, 50, 50)",0.6228758169934641
520,relu,adam,1.0,adaptive,"(50, 100, 50)",0.5699346405228759
521,relu,adam,1.0,adaptive,"(100,)",0.5980392156862745
522,relu,adam,0.001,constant,"(50, 50, 50)",0.6470588235294119
523,relu,adam,0.001,constant,"(50, 100, 50)",0.6287581699346406
524,relu,adam,0.001,constant,"(100,)",0.6333333333333333
525,relu,adam,0.001,invscaling,"(50, 50, 50)",0.5875816993464053
526,relu,adam,0.001,invscaling,"(50, 100, 50)",0.5892156862745098
527,relu,adam,0.001,invscaling,"(100,)",0.6581699346405229
528,relu,adam,0.001,adaptive,"(50, 50, 50)",0.5973856209150326
529,relu,adam,0.001,adaptive,"(50, 100, 50)",0.6081699346405228
530,relu,adam,0.001,adaptive,"(100,)",0.5836601307189543
531,relu,adam,0.01,constant,"(50, 50, 50)",0.5696078431372549
532,relu,adam,0.01,constant,"(50, 100, 50)",0.596078431372549
533,relu,adam,0.01,constant,"(100,)",0.6398692810457516
534,relu,adam,0.01,invscaling,"(50, 50, 50)",0.6003267973856209
535,relu,adam,0.01,invscaling,"(50, 100, 50)",0.5915032679738562
536,relu,adam,0.01,invscaling,"(100,)",0.6163398692810458
537,relu,adam,0.01,adaptive,"(50, 50, 50)",0.5800653594771241
538,relu,adam,0.01,adaptive,"(50, 100, 50)",0.5310457516339869
539,relu,adam,0.01,adaptive,"(100,)",0.680718954248366
