,estimator,min_score,mean_score,max_score,std_score,C,activation,alpha,criterion,decision_function_shape,gamma,kernel,learning_rate,max_depth,n_estimators,n_neighbors,solver
49,SVM balanced weights,0.4392156862745098,0.651738310708899,0.8627450980392156,0.10340935949669315,0.001,,,,ovr,auto,rbf,,,,,
338,Random Forest Classifier,0.516025641025641,0.6459087481146304,0.7564102564102565,0.06798678191691761,,,,gini,,,,,13,100,,
8,KNN,0.46474358974358976,0.6430938914027149,0.819607843137255,0.1168318115174071,,,,,,,,,,,17,
10,KNN,0.4391025641025641,0.6425678733031674,0.8274509803921568,0.11212216008621229,,,,,,,,,,,21,
7,KNN,0.4471153846153846,0.641487556561086,0.8098039215686275,0.12089768212367057,,,,,,,,,,,15,
6,KNN,0.4407051282051282,0.6413122171945702,0.8392156862745098,0.12506616657962477,,,,,,,,,,,13,
353,Random Forest Classifier,0.43529411764705883,0.6388273001508297,0.7307692307692308,0.07958013976297822,,,,entropy,,,,,7,100,,
341,Random Forest Classifier,0.5058823529411764,0.63815987933635,0.8301282051282051,0.09183845666830508,,,,gini,,,,,13,1000,,
9,KNN,0.4951923076923077,0.6373416289592759,0.8137254901960784,0.11615891721223844,,,,,,,,,,,19,
340,Random Forest Classifier,0.5019607843137255,0.6358785822021116,0.7948717948717949,0.08354651902645535,,,,gini,,,,,13,500,,
224,Multilayer Perceptron,0.5032051282051282,0.6350678733031675,0.7333333333333334,0.07646173912999037,,logistic,0.01,,,,,adaptive,,,,lbfgs
221,Multilayer Perceptron,0.5032051282051282,0.6350678733031675,0.7333333333333334,0.07646173912999037,,logistic,0.01,,,,,invscaling,,,,lbfgs
218,Multilayer Perceptron,0.5032051282051282,0.6350678733031675,0.7333333333333334,0.07646173912999037,,logistic,0.01,,,,,constant,,,,lbfgs
363,Random Forest Classifier,0.38039215686274513,0.6348567119155355,0.841346153846154,0.11021899499122516,,,,entropy,,,,,13,100,,
365,Random Forest Classifier,0.45098039215686275,0.633736802413273,0.8269230769230769,0.09902439517317513,,,,entropy,,,,,13,500,,
366,Random Forest Classifier,0.44705882352941173,0.6335558069381599,0.8173076923076923,0.0959581563087348,,,,entropy,,,,,13,1000,,
339,Random Forest Classifier,0.5176470588235295,0.6334030920060332,0.7772435897435898,0.07816928162841263,,,,gini,,,,,13,200,,
334,Random Forest Classifier,0.5137254901960784,0.6331561085972852,0.7756410256410255,0.07868724586900279,,,,gini,,,,,10,200,,
335,Random Forest Classifier,0.4862745098039216,0.6329562594268477,0.7916666666666666,0.08538320359385031,,,,gini,,,,,10,500,,
358,Random Forest Classifier,0.392156862745098,0.632447209653092,0.7294117647058824,0.08956385961301232,,,,entropy,,,,,10,100,,
336,Random Forest Classifier,0.48235294117647065,0.6314592760180996,0.8108974358974359,0.08861550819184959,,,,gini,,,,,10,1000,,
364,Random Forest Classifier,0.4294117647058824,0.6306146304675716,0.8333333333333333,0.10455415287065746,,,,entropy,,,,,13,200,,
251,Multilayer Perceptron,0.4862745098039216,0.6299434389140272,0.7607843137254902,0.08430174537543705,,tanh,1,,,,,adaptive,,,,lbfgs
248,Multilayer Perceptron,0.4862745098039216,0.6299434389140272,0.7607843137254902,0.08430174537543705,,tanh,1,,,,,invscaling,,,,lbfgs
245,Multilayer Perceptron,0.4862745098039216,0.6299434389140272,0.7607843137254902,0.08430174537543705,,tanh,1,,,,,constant,,,,lbfgs
328,Random Forest Classifier,0.4745098039215686,0.6294645550527904,0.7243589743589743,0.07573386907088825,,,,gini,,,,,7,100,,
209,Multilayer Perceptron,0.4823529411764706,0.6283785822021116,0.8493589743589745,0.09963170487785447,,logistic,0.001,,,,,constant,,,,lbfgs
212,Multilayer Perceptron,0.4823529411764706,0.6283785822021116,0.8493589743589745,0.09963170487785447,,logistic,0.001,,,,,invscaling,,,,lbfgs
215,Multilayer Perceptron,0.4823529411764706,0.6283785822021116,0.8493589743589745,0.09963170487785447,,logistic,0.001,,,,,adaptive,,,,lbfgs
359,Random Forest Classifier,0.4117647058823529,0.6277828054298643,0.7692307692307693,0.09101576971396329,,,,entropy,,,,,10,200,,
354,Random Forest Classifier,0.43529411764705883,0.6245776772247361,0.7371794871794872,0.0792782348843281,,,,entropy,,,,,7,200,,
331,Random Forest Classifier,0.47058823529411764,0.6238310708898944,0.766025641025641,0.08116256348299179,,,,gini,,,,,7,1000,,
352,Random Forest Classifier,0.4549019607843138,0.6238235294117648,0.7176470588235294,0.08630800948094591,,,,entropy,,,,,7,10,,
360,Random Forest Classifier,0.4627450980392157,0.6236877828054299,0.8012820512820513,0.08854381803434842,,,,entropy,,,,,10,500,,
5,KNN,0.41185897435897434,0.6235294117647059,0.8411764705882353,0.1338193216619332,,,,,,,,,,,11,
361,Random Forest Classifier,0.4627450980392157,0.6234728506787331,0.7756410256410257,0.08414730175043832,,,,entropy,,,,,10,1000,,
355,Random Forest Classifier,0.4666666666666667,0.6231184012066365,0.75,0.07573192450199769,,,,entropy,,,,,7,500,,
333,Random Forest Classifier,0.5098039215686274,0.622750754147813,0.7532051282051282,0.06839243299934522,,,,gini,,,,,10,100,,
356,Random Forest Classifier,0.4627450980392157,0.6219758672699849,0.75,0.076571884486169,,,,entropy,,,,,7,1000,,
329,Random Forest Classifier,0.4862745098039216,0.6208107088989443,0.7215686274509805,0.07320949363675662,,,,gini,,,,,7,200,,
330,Random Forest Classifier,0.47058823529411764,0.6206975867269985,0.7435897435897436,0.0796872623992026,,,,gini,,,,,7,500,,
4,KNN,0.44551282051282054,0.6188838612368024,0.7568627450980392,0.12312950643370874,,,,,,,,,,,9,
122,SVM balanced weights,0.45490196078431366,0.6179826546003017,0.7403846153846154,0.10075016171577325,1,,,,ovo,auto,linear,,,,,
130,SVM balanced weights,0.45490196078431366,0.6179826546003017,0.7403846153846154,0.10075016171577325,1,,,,ovr,auto,linear,,,,,
134,SVM balanced weights,0.45490196078431366,0.6179826546003017,0.7403846153846154,0.10075016171577325,1,,,,ovr,scale,linear,,,,,
126,SVM balanced weights,0.45490196078431366,0.6179826546003017,0.7403846153846154,0.10075016171577325,1,,,,ovo,scale,linear,,,,,
135,SVM balanced weights,0.4423076923076923,0.6155505279034691,0.7568627450980392,0.08745854365518664,1,,,,ovr,scale,poly,,,,,
127,SVM balanced weights,0.4423076923076923,0.6155505279034691,0.7568627450980392,0.08745854365518664,1,,,,ovo,scale,poly,,,,,
123,SVM balanced weights,0.4423076923076923,0.6147662141779789,0.7529411764705882,0.08624974462348126,1,,,,ovo,auto,poly,,,,,
131,SVM balanced weights,0.4423076923076923,0.6147662141779789,0.7529411764705882,0.08624974462348126,1,,,,ovr,auto,poly,,,,,
263,Multilayer Perceptron,0.5215686274509803,0.6147586726998492,0.7254901960784313,0.06922042603558405,,tanh,0.01,,,,,constant,,,,lbfgs
269,Multilayer Perceptron,0.5215686274509803,0.6147586726998492,0.7254901960784313,0.06922042603558405,,tanh,0.01,,,,,adaptive,,,,lbfgs
266,Multilayer Perceptron,0.5215686274509803,0.6147586726998492,0.7254901960784313,0.06922042603558405,,tanh,0.01,,,,,invscaling,,,,lbfgs
259,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.001,,,,,invscaling,,,,adam
262,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.001,,,,,adaptive,,,,adam
256,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.001,,,,,constant,,,,adam
229,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,1e-05,,,,,constant,,,,adam
232,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,1e-05,,,,,invscaling,,,,adam
244,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.0001,,,,,adaptive,,,,adam
241,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.0001,,,,,invscaling,,,,adam
238,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,0.0001,,,,,constant,,,,adam
235,Multilayer Perceptron,0.4196078431372549,0.6145361990950227,0.7568627450980392,0.0970954505790035,,tanh,1e-05,,,,,adaptive,,,,adam
271,Multilayer Perceptron,0.4156862745098039,0.6127187028657619,0.7529411764705882,0.0974249188446944,,tanh,0.01,,,,,adaptive,,,,adam
265,Multilayer Perceptron,0.4156862745098039,0.6127187028657619,0.7529411764705882,0.0974249188446944,,tanh,0.01,,,,,constant,,,,adam
268,Multilayer Perceptron,0.4156862745098039,0.6127187028657619,0.7529411764705882,0.0974249188446944,,tanh,0.01,,,,,invscaling,,,,adam
110,SVM balanced weights,0.396078431372549,0.6118853695324284,0.717948717948718,0.10601578069733951,0.1,,,,ovo,scale,linear,,,,,
114,SVM balanced weights,0.396078431372549,0.6118853695324284,0.717948717948718,0.10601578069733951,0.1,,,,ovr,auto,linear,,,,,
106,SVM balanced weights,0.396078431372549,0.6118853695324284,0.717948717948718,0.10601578069733951,0.1,,,,ovo,auto,linear,,,,,
118,SVM balanced weights,0.396078431372549,0.6118853695324284,0.717948717948718,0.10601578069733951,0.1,,,,ovr,scale,linear,,,,,
200,Multilayer Perceptron,0.37647058823529417,0.6116779788838612,0.7529411764705882,0.11605155666232433,,logistic,1,,,,,constant,,,,lbfgs
203,Multilayer Perceptron,0.37647058823529417,0.6116779788838612,0.7529411764705882,0.11605155666232433,,logistic,1,,,,,invscaling,,,,lbfgs
206,Multilayer Perceptron,0.37647058823529417,0.6116779788838612,0.7529411764705882,0.11605155666232433,,logistic,1,,,,,adaptive,,,,lbfgs
326,Random Forest Classifier,0.47058823529411764,0.6103280542986426,0.766025641025641,0.08616079099502655,,,,gini,,,,,5,1000,,
351,Random Forest Classifier,0.4666666666666666,0.6097209653092006,0.7564102564102564,0.08071311986297328,,,,entropy,,,,,5,1000,,
332,Random Forest Classifier,0.5000000000000001,0.6094834087481147,0.8333333333333334,0.09209351600858998,,,,gini,,,,,10,10,,
167,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.001,,,,,invscaling,,,,lbfgs
170,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.001,,,,,adaptive,,,,lbfgs
164,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.001,,,,,constant,,,,lbfgs
152,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.0001,,,,,adaptive,,,,lbfgs
176,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.01,,,,,invscaling,,,,lbfgs
149,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.0001,,,,,invscaling,,,,lbfgs
146,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.0001,,,,,constant,,,,lbfgs
140,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,1e-05,,,,,invscaling,,,,lbfgs
143,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,1e-05,,,,,adaptive,,,,lbfgs
179,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.01,,,,,adaptive,,,,lbfgs
173,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,0.01,,,,,constant,,,,lbfgs
137,Multilayer Perceptron,0.3686274509803921,0.6089328808446455,0.7686274509803921,0.11814710733721866,,identity,1e-05,,,,,constant,,,,lbfgs
161,Multilayer Perceptron,0.34509803921568627,0.608182503770739,0.7725490196078431,0.12475760732418323,,identity,1,,,,,adaptive,,,,lbfgs
158,Multilayer Perceptron,0.34509803921568627,0.608182503770739,0.7725490196078431,0.12475760732418323,,identity,1,,,,,invscaling,,,,lbfgs
155,Multilayer Perceptron,0.34509803921568627,0.608182503770739,0.7725490196078431,0.12475760732418323,,identity,1,,,,,constant,,,,lbfgs
323,Random Forest Classifier,0.48627450980392156,0.6077300150829562,0.7403846153846154,0.07877743910705866,,,,gini,,,,,5,100,,
350,Random Forest Classifier,0.4549019607843137,0.6075490196078431,0.7596153846153846,0.08650463460165617,,,,entropy,,,,,5,500,,
348,Random Forest Classifier,0.47450980392156866,0.60605580693816,0.733974358974359,0.07612433770834683,,,,entropy,,,,,5,100,,
38,Logistic regression,0.388235294117647,0.6057239819004525,0.7307692307692307,0.11149349016961542,1,,,,,,,,,,,liblinear
36,Logistic regression,0.388235294117647,0.6054034690799397,0.7307692307692307,0.11149750625341373,1,,,,,,,,,,,newton-cg
40,Logistic regression,0.388235294117647,0.6054034690799397,0.7307692307692307,0.11149750625341373,1,,,,,,,,,,,saga
37,Logistic regression,0.388235294117647,0.6054034690799397,0.7307692307692307,0.11149750625341373,1,,,,,,,,,,,lbfgs
39,Logistic regression,0.388235294117647,0.6054034690799397,0.7307692307692307,0.11149750625341373,1,,,,,,,,,,,sag
317,Random Forest Classifier,0.47058823529411764,0.6052564102564102,0.8012820512820513,0.10587830039341266,,,,gini,,,,,2,10,,
163,Multilayer Perceptron,0.34509803921568627,0.6045135746606334,0.7686274509803921,0.12382503807713398,,identity,1,,,,,adaptive,,,,adam
157,Multilayer Perceptron,0.34509803921568627,0.6045135746606334,0.7686274509803921,0.12382503807713398,,identity,1,,,,,constant,,,,adam
160,Multilayer Perceptron,0.34509803921568627,0.6045135746606334,0.7686274509803921,0.12382503807713398,,identity,1,,,,,invscaling,,,,adam
185,Multilayer Perceptron,0.4509803921568628,0.6044758672699849,0.7803921568627452,0.10953308500104125,,logistic,1e-05,,,,,invscaling,,,,lbfgs
188,Multilayer Perceptron,0.4509803921568628,0.6044758672699849,0.7803921568627452,0.10953308500104125,,logistic,1e-05,,,,,adaptive,,,,lbfgs
182,Multilayer Perceptron,0.4509803921568628,0.6044758672699849,0.7803921568627452,0.10953308500104125,,logistic,1e-05,,,,,constant,,,,lbfgs
324,Random Forest Classifier,0.5058823529411764,0.6044193061840121,0.7275641025641025,0.07274302734783013,,,,gini,,,,,5,200,,
325,Random Forest Classifier,0.4784313725490196,0.6039517345399699,0.7371794871794871,0.08240604037348738,,,,gini,,,,,5,500,,
247,Multilayer Perceptron,0.35686274509803917,0.6039441930618401,0.7764705882352941,0.12283430444001746,,tanh,1,,,,,constant,,,,adam
250,Multilayer Perceptron,0.35686274509803917,0.6039441930618401,0.7764705882352941,0.12283430444001746,,tanh,1,,,,,invscaling,,,,adam
253,Multilayer Perceptron,0.35686274509803917,0.6039441930618401,0.7764705882352941,0.12283430444001746,,tanh,1,,,,,adaptive,,,,adam
175,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.01,,,,,constant,,,,adam
172,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.001,,,,,adaptive,,,,adam
181,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.01,,,,,adaptive,,,,adam
169,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.001,,,,,invscaling,,,,adam
178,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.01,,,,,invscaling,,,,adam
139,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,1e-05,,,,,constant,,,,adam
166,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.001,,,,,constant,,,,adam
148,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.0001,,,,,constant,,,,adam
142,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,1e-05,,,,,invscaling,,,,adam
154,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.0001,,,,,adaptive,,,,adam
151,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,0.0001,,,,,invscaling,,,,adam
145,Multilayer Perceptron,0.3647058823529411,0.6030542986425339,0.7725490196078431,0.12008734452099076,,identity,1e-05,,,,,adaptive,,,,adam
197,Multilayer Perceptron,0.46794871794871795,0.6020248868778281,0.807843137254902,0.10402503874935387,,logistic,0.0001,,,,,adaptive,,,,lbfgs
194,Multilayer Perceptron,0.46794871794871795,0.6020248868778281,0.807843137254902,0.10402503874935387,,logistic,0.0001,,,,,invscaling,,,,lbfgs
191,Multilayer Perceptron,0.46794871794871795,0.6020248868778281,0.807843137254902,0.10402503874935387,,logistic,0.0001,,,,,constant,,,,lbfgs
297,Multilayer Perceptron,0.3490196078431373,0.5997171945701356,0.782051282051282,0.13486504035892904,,relu,1,,,,,adaptive,,,,sgd
291,Multilayer Perceptron,0.3490196078431373,0.5993966817496228,0.782051282051282,0.13504439414837285,,relu,1,,,,,constant,,,,sgd
31,Logistic regression,0.33725490196078434,0.5989517345399697,0.7137254901960784,0.12157482936322736,0.1,,,,,,,,,,,newton-cg
32,Logistic regression,0.33725490196078434,0.5989517345399697,0.7137254901960784,0.12157482936322736,0.1,,,,,,,,,,,lbfgs
35,Logistic regression,0.33725490196078434,0.5989517345399697,0.7137254901960784,0.12157482936322736,0.1,,,,,,,,,,,saga
33,Logistic regression,0.33725490196078434,0.5989517345399697,0.7137254901960784,0.12157482936322736,0.1,,,,,,,,,,,liblinear
34,Logistic regression,0.33725490196078434,0.5989517345399697,0.7137254901960784,0.12157482936322736,0.1,,,,,,,,,,,sag
349,Random Forest Classifier,0.47058823529411764,0.5987858220211162,0.7499999999999999,0.08506453172089705,,,,entropy,,,,,5,200,,
347,Random Forest Classifier,0.48235294117647065,0.5985143288084466,0.7483974358974359,0.07463819221442779,,,,entropy,,,,,5,10,,
306,Multilayer Perceptron,0.3411764705882353,0.5969004524886877,0.7852564102564102,0.13704453530618907,,relu,0.001,,,,,adaptive,,,,sgd
279,Multilayer Perceptron,0.3411764705882353,0.5969004524886877,0.7852564102564102,0.13704453530618907,,relu,1e-05,,,,,adaptive,,,,sgd
288,Multilayer Perceptron,0.3411764705882353,0.5969004524886877,0.7852564102564102,0.13704453530618907,,relu,0.0001,,,,,adaptive,,,,sgd
282,Multilayer Perceptron,0.3411764705882353,0.5965799396681748,0.782051282051282,0.13710211447254392,,relu,0.0001,,,,,constant,,,,sgd
300,Multilayer Perceptron,0.3411764705882353,0.5965799396681748,0.782051282051282,0.13710211447254392,,relu,0.001,,,,,constant,,,,sgd
273,Multilayer Perceptron,0.3411764705882353,0.5965799396681748,0.782051282051282,0.13710211447254392,,relu,1e-05,,,,,constant,,,,sgd
315,Multilayer Perceptron,0.3411764705882353,0.5965799396681748,0.782051282051282,0.13660669169163445,,relu,0.01,,,,,adaptive,,,,sgd
309,Multilayer Perceptron,0.3411764705882353,0.5962594268476621,0.7788461538461539,0.136671220316907,,relu,0.01,,,,,constant,,,,sgd
322,Random Forest Classifier,0.47058823529411764,0.5937858220211162,0.7948717948717949,0.1082644758407332,,,,gini,,,,,5,10,,
327,Random Forest Classifier,0.4,0.5934917043740573,0.803921568627451,0.11322086720227904,,,,gini,,,,,7,10,,
196,Multilayer Perceptron,0.33725490196078434,0.5923265460030166,0.7803921568627451,0.1307994652198711,,logistic,0.0001,,,,,invscaling,,,,adam
